no,type,Word,Sub_Type,Type2,Type3,wildcard,Comment,sort,multiword,duplicate,regex_matches,word_copy,word_en
6889,,konspirierend(e|er|en) regierung(en)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierendeerenregierungen,TRUE,FALSE,0,konspirierend(e|er|en) regierung(en)?,conspiring government(s)?
6890,,konspirierend(e|er|en) wirtschaft,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierendeerenwirtschaft,TRUE,FALSE,0,konspirierend(e|er|en) wirtschaft,conspiratorial economy
6891,,konspirierend(e|er|en) wissenschaft(en)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierendeerenwissenschaften,TRUE,FALSE,0,konspirierend(e|er|en) wissenschaft(en)?,conspiratorial science(s)?
6892,,konspirierend(e|er|es|en|em)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierendeeresenem,TRUE,FALSE,0,konspirierend(e|er|es|en|em)?,conspiratorial?
6893,,konspirierend(e|er|es|en|em) konglomerat(e|es|s|en)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierendeeresenemkonglomerateessen,TRUE,FALSE,0,konspirierend(e|er|es|en|em) konglomerat(e|es|s|en)?,colluding(e|he|es|en|em) conglomerate(e|es|s|en)?
6894,,konspirierend(e|er|es|en|em) politiker(s|n|innen|in)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierendeeresenempolitikersninnenin,TRUE,FALSE,0,konspirierend(e|er|es|en|em) politiker(s|n|innen|in)?,conspiring politicians?
6895,,konspirierend(e|es|en|em) ([^[:space:]]*)establishment(s)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierendeesenem[^[:space:]]establishments,TRUE,FALSE,0,konspirierend(e|es|en|em) ([^[:space:]]*)establishment(s)?,colluding(e|es|en|em) ([^[:space:]]*)establishment(s)?
6896,,konspirierend(e|es|en|em) system(s)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierendeesenemsystems,TRUE,FALSE,0,konspirierend(e|es|en|em) system(s)?,conspiratorial system(s)?
6897,,konspirieren (.* )?fachleute,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierenfachleute,TRUE,FALSE,0,konspirieren (.* )?fachleute,conspire (.* )?experts
6898,,konspirieren (.* )?multis,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierenmultis,TRUE,FALSE,0,konspirieren (.* )?multis,conspire (.* )?multis
6899,,konspirieren (.* )?parteien,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierenparteien,TRUE,FALSE,0,konspirieren (.* )?parteien,conspire (.* )?parties
6900,,konspirier(t|en),konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierten,TRUE,FALSE,0,konspirier(t|en),conspired
6901,,konspirier(t|en) ([^[:space:]]*)elite(n)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierten[^[:space:]]eliten,TRUE,FALSE,0,konspirier(t|en) ([^[:space:]]*)elite(n)?,conspire(t|en) ([^[:space:]]*)elite(s)?
6902,,konspirier(t|en) ([^[:space:]]*)establishment,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierten[^[:space:]]establishment,TRUE,FALSE,0,konspirier(t|en) ([^[:space:]]*)establishment,conspire(t|en) ([^[:space:]]*)establishment
6903,,konspirier(t|en) ([^[:space:]]*)kapitalist(en|in|innen)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierten[^[:space:]]kapitalistenininnen,TRUE,FALSE,0,konspirier(t|en) ([^[:space:]]*)kapitalist(en|in|innen)?,conspire ([^[:space:]]*)capitalist(s)?
6904,,konspirier(t|en) ([^[:space:]]*)konzern(e)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierten[^[:space:]]konzerne,TRUE,FALSE,0,konspirier(t|en) ([^[:space:]]*)konzern(e)?,conspired ([^[:space:]]*)conspiracy(ies)?
6905,,konspirier(t|en) (.* )?([^[:space:]]*)regierung(en)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspirierten[^[:space:]]regierungen,TRUE,FALSE,0,konspirier(t|en) (.* )?([^[:space:]]*)regierung(en)?,conspire(d|en) (.* )?([^[:space:]]*)government(s)?
6906,,konspirier(t|en) (.* )?bÃ¼rokrat(en|in|innen)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenbÃ¼rokratenininnen,TRUE,FALSE,0,konspirier(t|en) (.* )?bÃ¼rokrat(en|in|innen)?,conspired (.* )? bureaucrat(s)?
6907,,konspirier(t|en) (.* )?bÃ¼rokratie,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenbÃ¼rokratie,TRUE,FALSE,0,konspirier(t|en) (.* )?bÃ¼rokratie,conspired (.* )?bureaucracy
6908,,konspirier(t|en) (.* )?expert(e|en|in|innen),konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenexperteenininnen,TRUE,FALSE,0,konspirier(t|en) (.* )?expert(e|en|in|innen),conspire (.* )?expert(s)
6909,,konspirier(t|en) (.* )?fachfrau(en)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenfachfrauen,TRUE,FALSE,0,konspirier(t|en) (.* )?fachfrau(en)?,conspire(d|en) (.* )?professional(s)?
6910,,konspirier(t|en) (.* )?fachm(a|Ã¤)nn(er)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenfachmaÃ¤nner,TRUE,FALSE,0,konspirier(t|en) (.* )?fachm(a|Ã¤)nn(er)?,conspire(d|en) (.* )?professional(a|Ã¤)nn(er)?
6911,,konspirier(t|en) (.* )?forscher(innen|in)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenforscherinnenin,TRUE,FALSE,0,konspirier(t|en) (.* )?forscher(innen|in)?,conspired (.* )?researcher(s)?
6912,,konspirier(t|en) (.* )?forschung,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenforschung,TRUE,FALSE,0,konspirier(t|en) (.* )?forschung,conspired (.* )?research
6913,,konspirier(t|en) (.* )?gelehrte(n|r)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertengelehrtenr,TRUE,FALSE,0,konspirier(t|en) (.* )?gelehrte(n|r)?,conspired (.* )?scholar(s)?
6914,,konspirier(t|en) (.* )?gro(ÃŸ|ss)unternehme(r|rin|rinnen|n)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertengroÃŸssunternehmerrinrinnenn,TRUE,FALSE,0,konspirier(t|en) (.* )?gro(ÃŸ|ss)unternehme(r|rin|rinnen|n)?,conspired (.* )? large companies?
6915,,konspirier(t|en) (.* )?herrschende(n|r)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenherrschendenr,TRUE,FALSE,0,konspirier(t|en) (.* )?herrschende(n|r)?,conspired (.* )?ruling(s)?
6916,,konspirier(t|en) (.* )?intellektuelle(n|r)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenintellektuellenr,TRUE,FALSE,0,konspirier(t|en) (.* )?intellektuelle(n|r)?,conspire (.* )?intellectual(s)?
6917,,konspirier(t|en) (.* )?journalismus,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenjournalismus,TRUE,FALSE,0,konspirier(t|en) (.* )?journalismus,conspired (.* )?journalism
6918,,konspirier(t|en) (.* )?journalist(en|in|innen)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenjournalistenininnen,TRUE,FALSE,0,konspirier(t|en) (.* )?journalist(en|in|innen)?,conspired (.* )?journalist(s)?
6919,,konspirier(t|en) (.* )?konglomerat(e)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenkonglomerate,TRUE,FALSE,0,konspirier(t|en) (.* )?konglomerat(e)?,conspire(d|en) (.* )?conglomerate(s)?
6920,,konspirier(t|en) (.* )?leistungstrÃ¤ger(innen|in)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenleistungstrÃ¤gerinnenin,TRUE,FALSE,0,konspirier(t|en) (.* )?leistungstrÃ¤ger(innen|in)?,conspired (.* )? key players?
6921,,konspirier(t|en) (.* )?medienvertreter(innen|in)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenmedienvertreterinnenin,TRUE,FALSE,0,konspirier(t|en) (.* )?medienvertreter(innen|in)?,conspired (.* )?media representative(s)?
6922,,konspirier(t|en) (.* )?partei,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenpartei,TRUE,FALSE,0,konspirier(t|en) (.* )?partei,conspired (.* )?party
6923,,konspirier(t|en) (.* )?politiker(innen|in)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenpolitikerinnenin,TRUE,FALSE,0,konspirier(t|en) (.* )?politiker(innen|in)?,conspired (.* )?politicians?
6924,,konspirier(t|en) (.* )?regent(en|in|innen)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenregentenininnen,TRUE,FALSE,0,konspirier(t|en) (.* )?regent(en|in|innen)?,conspire (.* )?regent(s)?
6925,,konspirier(t|en) (.* )?regierende(n|r)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenregierendenr,TRUE,FALSE,0,konspirier(t|en) (.* )?regierende(n|r)?,conspired (.* )?ruling(s)?
6926,,konspirier(t|en) (.* )?regierung(en)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenregierungen,TRUE,FALSE,0,konspirier(t|en) (.* )?regierung(en)?,conspire(s) (.* )?government(s)?
6927,,konspirier(t|en) (.* )?souverÃ¤n,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertensouverÃ¤n,TRUE,FALSE,0,konspirier(t|en) (.* )?souverÃ¤n,conspire(d|en) (.* )?sovereignly
6928,,konspirier(t|en) (.* )?spezialist(en|in|innen)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenspezialistenininnen,TRUE,FALSE,0,konspirier(t|en) (.* )?spezialist(en|in|innen)?,conspired (.* )?specialists?
6929,,konspirier(t|en) (.* )?system,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertensystem,TRUE,FALSE,0,konspirier(t|en) (.* )?system,conspired (.* )?system
6930,,konspirier(t|en) (.* )?wirtschaft,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenwirtschaft,TRUE,FALSE,0,konspirier(t|en) (.* )?wirtschaft,conspired (.* )?economy
6931,,konspirier(t|en) (.* )?wissenschaft(en)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenwissenschaften,TRUE,FALSE,0,konspirier(t|en) (.* )?wissenschaft(en)?,conspired (.* )? science(s)?
6932,,konspirier(t|en) (.* )?wissenschaft(l)?er(innen|in)?,konspirative eliten,conflictive,anti-elitism,regex,never appeared term,konspiriertenwissenschaftlerinnenin,TRUE,FALSE,0,konspirier(t|en) (.* )?wissenschaft(l)?er(innen|in)?,conspired (.* )?scientists?
6933,,konsument(en|innen|in)? (.* )?aufbÃ¼rde(t|n),den menschen aufzwingen,conflictive,sovereignty,regex,never appeared term,konsumenteninneninaufbÃ¼rdetn,TRUE,FALSE,0,konsument(en|innen|in)? (.* )?aufbÃ¼rde(t|n),consumer(s)? (.* )?burden(s)
6934,,konsument(en|innen|in)? (.* )?auferleg(t|en),den menschen aufzwingen,conflictive,sovereignty,regex,never appeared term,konsumenteninneninauferlegten,TRUE,FALSE,0,konsument(en|innen|in)? (.* )?auferleg(t|en),consumer(s)? (.* )?imposed
6935,,konsument(en|innen|in)? (.* )?aufhals(t|en),den menschen aufzwingen,conflictive,sovereignty,regex,never appeared term,konsumenteninneninaufhalsten,TRUE,FALSE,0,konsument(en|innen|in)? (.* )?aufhals(t|en),consumer(s)? (.* )?
6936,,konsument(en|innen|in)? (.* )?aufnÃ¶tig(t|en),den menschen aufzwingen,conflictive,sovereignty,regex,never appeared term,konsumenteninneninaufnÃ¶tigten,TRUE,FALSE,0,konsument(en|innen|in)? (.* )?aufnÃ¶tig(t|en),consumer(s)? (.* )?required
6937,,konsument(en|innen|in)? (.* )?(auf)?oktroyier(t|en),den menschen aufzwingen,conflictive,sovereignty,regex,never appeared term,konsumenteninneninaufoktroyierten,TRUE,FALSE,0,konsument(en|innen|in)? (.* )?(auf)?oktroyier(t|en),consumer(s)? (.* )?(imposed)
6938,,konsument(en|innen|in)? (.* )?aufzwing(t|en),den menschen aufzwingen,conflictive,sovereignty,regex,never appeared term,konsumenteninneninaufzwingten,TRUE,FALSE,0,konsument(en|innen|in)? (.* )?aufzwing(t|en),consumer(s)? (.* )?impose(s)
6939,,konsument(en|innen|in)? (.* )?bis (hier|da)(hin)? steh(t|en),menschen reicht es,advocative,people-centrism,regex,never appeared term,konsumenteninneninbishierdahinstehten,TRUE,FALSE,0,konsument(en|innen|in)? (.* )?bis (hier|da)(hin)? steh(t|en),consumer(s)? (.* )?to (here|there)?
6940,,konsument(en|innen|in)? (.* )?diktier(t|en),den menschen aufzwingen,conflictive,sovereignty,regex,never appeared term,konsumenteninnenindiktierten,TRUE,FALSE,0,konsument(en|innen|in)? (.* )?diktier(t|en),consumer? (.* )?dictate(t|en)
6941,,konsument(en|innen|in)? hÃ¤ng(t|en) (.* )?zum hals(e)? (her|hin)aus,menschen reicht es,advocative,people-centrism,regex,never appeared term,konsumenteninneninhÃ¤ngtenzumhalseherhinaus,TRUE,FALSE,0,konsument(en|innen|in)? hÃ¤ng(t|en) (.* )?zum hals(e)? (her|hin)aus,consumer(s)? are (.* )? fed up?
6942,,konsument(en|innen|in)? (ist|sind|wird|werden|war|waren) (.* )?zu (bunt|blÃ¶d|dumm),menschen reicht es,advocative,people-centrism,regex,never appeared term,konsumenteninneninistsindwirdwerdenwarwarenzubuntblÃ¶ddumm,TRUE,FALSE,0,konsument(en|innen|in)? (ist|sind|wird|werden|war|waren) (.* )?zu (bunt|blÃ¶d|dumm),consumer(s)? (is|are|will|will be|was|were) (.* )?to (colorful|stupid|dumb)
6943,,konsument(en|innen|in)? (langt|reicht) (es|das|dies),menschen reicht es,advocative,people-centrism,regex,never appeared term,konsumenteninneninlangtreichtesdasdies,TRUE,FALSE,0,konsument(en|innen|in)? (langt|reicht) (es|das|dies),consumer(s)? (is enough) (it|that|this)
6944,,konsument(en|innen|in)? steh(t|en) (.*) bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism,regex,never appeared term,konsumenteninneninstehtenbishierdahin,TRUE,FALSE,0,konsument(en|innen|in)? steh(t|en) (.*) bis (hier|da)(hin)?,consumer(s)? stand(s) (.*) up to (here|there)?
6945,,konsument(en|innen|in)? (von|auf) der stra(ÃŸ|ss)e,normale menschen,advocative,people-centrism,regex,never appeared term,konsumenteninneninvonaufderstraÃŸsse,TRUE,FALSE,0,konsument(en|innen|in)? (von|auf) der stra(ÃŸ|ss)e,consumer(s)? (from|on) the street
6946,,konsument(en|innen|in)? von nebenan,normale menschen,advocative,people-centrism,regex,never appeared term,konsumenteninneninvonnebenan,TRUE,FALSE,0,konsument(en|innen|in)? von nebenan,consumer(s)? from next door
6947,,konsument(en|innen|in)? (wille|wunsch|wÃ¼nsche|anliegen|ansuchen|verlangen),volkswille,advocative,sovereignty,regex,never appeared term,konsumenteninneninwillewunschwÃ¼nscheanliegenansuchenverlangen,TRUE,FALSE,0,konsument(en|innen|in)? (wille|wunsch|wÃ¼nsche|anliegen|ansuchen|verlangen),consumer(s)? (will|desire|wishes|request|request)
6948,,konsument(en|innen|in)? (.* )?zu (bunt|blÃ¶d|dumm) (ist|sein|wird|werden|war|waren|sein),menschen reicht es,advocative,people-centrism,regex,never appeared term,konsumenteninneninzubuntblÃ¶ddummistseinwirdwerdenwarwarensein,TRUE,FALSE,0,konsument(en|innen|in)? (.* )?zu (bunt|blÃ¶d|dumm) (ist|sein|wird|werden|war|waren|sein),consumer(s)? (.* )?to (colorful|stupid|dumb) (is|be|will|be|was|were|be)
6949,,konsument(en|innen|in)? (.* )?zum hals(e)? (her|hin)aus hÃ¤ng(t|en),menschen reicht es,advocative,people-centrism,regex,never appeared term,konsumenteninneninzumhalseherhinaushÃ¤ngten,TRUE,FALSE,0,konsument(en|innen|in)? (.* )?zum hals(e)? (her|hin)aus hÃ¤ng(t|en),consumer(s)? (.* )? fed up? (hanging out)
6950,,konsument(en|innen|in)? (.* )?zwangsbeglÃ¼ck(t|en),den menschen aufzwingen,conflictive,sovereignty,regex,never appeared term,konsumenteninneninzwangsbeglÃ¼ckten,TRUE,FALSE,0,konsument(en|innen|in)? (.* )?zwangsbeglÃ¼ck(t|en),consumer(s)? (.* )?forced happiness
6951,,konsument(innen|in)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),menschen reicht es,advocative,people-centrism,regex,never appeared term,konsumentinnenindienasedieschnauzesattgenugdickehabenhat,TRUE,FALSE,0,konsument(innen|in)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),consumers? (.* )?(the nose|the snout|fed up|enough|thick)( .*)? (have|has)
6952,,konsument(innen|in)? (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke),menschen reicht es,advocative,people-centrism,regex,never appeared term,konsumentinneninhabenhatdienasedieschnauzesattgenugdicke,TRUE,FALSE,0,konsument(innen|in)? (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke),consumer(s)? (have|has) (.* )?(the nose|the snout|fed up|enough|thick)
6953,,konsument(innen|in)? (ist|sind|wird|werden|war|waren) (.* )?(leid|Ã¼berdrÃ¼ssig|mÃ¼de|mit (ihrer|seiner) geduld am ende),menschen reicht es,advocative,people-centrism,regex,never appeared term,konsumentinneninistsindwirdwerdenwarwarenleidÃ¼berdrÃ¼ssigmÃ¼demitihrerseinergeduldamende,TRUE,FALSE,0,konsument(innen|in)? (ist|sind|wird|werden|war|waren) (.* )?(leid|Ã¼berdrÃ¼ssig|mÃ¼de|mit (ihrer|seiner) geduld am ende),consumers? (is|are|will|will be|was|were) (.* )?(suffering|sick|tired|with (her|his) patience at an end)
6954,,konsument(innen|in)? (lassen|lÃ¤sst) sich (.* )nicht ((lÃ¤nger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten),menschen wehren sich,advocative,people-centrism,regex,never appeared term,konsumentinneninlassenlÃ¤sstsichnichtlÃ¤ngerweitermehrgefallenaufsichsitzenbieten,TRUE,FALSE,0,konsument(innen|in)? (lassen|lÃ¤sst) sich (.* )nicht ((lÃ¤nger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten),consumers? (cannot let themselves be (.* )((longer|further|more) )?(please|sit|offer)
6955,,konsument(innen|in)? (.* )?(leid|Ã¼berdrÃ¼ssig|mÃ¼de|mit (ihrer|seiner) geduld am ende) (ist|sein|wird|werden|war|waren|sein),menschen reicht es,advocative,people-centrism,regex,never appeared term,konsumentinneninleidÃ¼berdrÃ¼ssigmÃ¼demitihrerseinergeduldamendeistseinwirdwerdenwarwarensein,TRUE,FALSE,0,konsument(innen|in)? (.* )?(leid|Ã¼berdrÃ¼ssig|mÃ¼de|mit (ihrer|seiner) geduld am ende) (ist|sein|wird|werden|war|waren|sein),consumer(s)? (.* )?(suffering|sick of|tired|with (her|his) patience at the end) (is|be|will|become|was|were|be)
6956,,konsument(innen|in)? (.* )?nicht (.* )?(lÃ¤nger|mehr) (hÃ¶ren|sehen) (will|kann|mÃ¶chte(n)?|wollen|kÃ¶nnen),menschen reicht es,advocative,people-centrism,regex,never appeared term,konsumentinneninnichtlÃ¤ngermehrhÃ¶rensehenwillkannmÃ¶chtenwollenkÃ¶nnen,TRUE,FALSE,0,konsument(innen|in)? (.* )?nicht (.* )?(lÃ¤nger|mehr) (hÃ¶ren|sehen) (will|kann|mÃ¶chte(n)?|wollen|kÃ¶nnen),consumers? (.* )?not (.* )?(longer|more) (hear|see) (want|can|would like?|want to|can)
6957,,konsument(innen|in)? (.* )?nicht ((lÃ¤nger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten) (lassen|lÃ¤sst),menschen wehren sich,advocative,people-centrism,regex,never appeared term,konsumentinneninnichtlÃ¤ngerweitermehrgefallenaufsichsitzenbietenlassenlÃ¤sst,TRUE,FALSE,0,konsument(innen|in)? (.* )?nicht ((lÃ¤nger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten) (lassen|lÃ¤sst),consumers? (.* )?not ((longer|further|more) )?(please|sit|offer) (let|lets)
6958,,konsument(innen|in)? setz(t|en) sich (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,konsumentinneninsetztensichzurwehr,TRUE,FALSE,0,konsument(innen|in)? setz(t|en) sich (.* )?zur wehr,consumers? defend themselves (.* )?
6959,,konsument(innen|in)? sich (.* )?(wehr|widersetz|verteidig)(t|en),menschen wehren sich,advocative,people-centrism,regex,never appeared term,konsumentinneninsichwehrwidersetzverteidigten,TRUE,FALSE,0,konsument(innen|in)? sich (.* )?(wehr|widersetz|verteidig)(t|en),consumers? themselves (.* )?(defend|resist|defend)(t|en)
6960,,konsument(innen|in)? (.* )?versteh(t|en),common sense,advocative,people-centrism,regex,never appeared term,konsumentinneninverstehten,TRUE,FALSE,0,konsument(innen|in)? (.* )?versteh(t|en),consumers? (.* )?understand(ed)
